,song_popularity,explicit,track_number,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2,artist1_num_available_markets,artist2_num_available_markets,release_date_year,modularity_class_artist1,modularity_class_artist2,clustering_genre_artist1,clustering_genre_artist2
1959,average,True,1,170038,0,1,4,0.252,0.795,0.68,0.0,0.212,-4.003,0.071,0.576,132.024,George Henrique & Rodrigo,Zé Neto & Cristiano,832358,60,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",10198366,83,['sertanejo universitario'],79.0,65.0,2018,2,2,0.0,0.5
1960,high,False,1,172654,11,0,4,0.216,0.544,0.903,0.0,0.117,-4.11,0.0693,0.765,155.97,Wesley Safadão,Anitta,7904995,77,['forro'],9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2018,2,2,1.0,0.513357
1961,average,False,1,170506,6,0,4,0.354,0.623,0.68,0.0,0.912,-7.255,0.292,0.643,188.162,Gustavo Mioto,Anitta,2090450,76,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2017,2,2,0.0,0.513357
1962,average,False,13,170506,6,0,4,0.354,0.623,0.68,0.0,0.912,-7.255,0.292,0.643,188.162,Gustavo Mioto,Anitta,2090450,76,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2017,2,2,0.0,0.513357
1963,high,False,1,185146,9,1,4,0.116,0.814,0.863,0.000226,0.0736,-2.885,0.0589,0.597,98.048,Ozuna,Anitta,22546181,93,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",55.0,55.0,2019,2,2,0.230741,0.513357
1964,low,False,7,200240,1,1,4,0.0923,0.581,0.873,0.0,0.819,-6.527,0.155,0.59,81.067,Projota,Anitta,4512768,72,"['brazilian hip hop', 'pop nacional']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",20.0,55.0,2016,0,2,0.0,0.513357
1965,low,False,1,168397,11,1,4,0.00279,0.753,0.765,0.025,0.696,-4.648,0.0403,0.497,97.0,Major Lazer,Anitta,6011093,83,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap', 'tropical house']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",12.0,55.0,2019,1,2,0.153198,0.513357
1966,average,False,5,167310,9,0,4,0.00812,0.789,0.767,0.000348,0.101,-4.612,0.0715,0.637,99.957,Major Lazer,Anitta,6011093,83,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap', 'tropical house']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",12.0,55.0,2017,1,2,0.153198,0.513357
1967,low,False,5,167310,9,0,4,0.00812,0.789,0.767,0.000348,0.101,-4.612,0.0715,0.637,99.957,Major Lazer,Anitta,6011093,83,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap', 'tropical house']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",12.0,55.0,2017,1,2,0.153198,0.513357
1968,low,False,5,167310,9,0,4,0.00812,0.789,0.767,0.000348,0.101,-4.612,0.0715,0.637,99.957,Major Lazer,Anitta,6011093,83,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap', 'tropical house']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",12.0,55.0,2017,1,2,0.153198,0.513357
1969,low,False,1,215169,0,1,4,0.054,0.631,0.839,0.0,0.131,-3.94,0.208,0.688,180.121,Simone & Simaria,Anitta,4296021,70,"['funk carioca', 'pop nacional', 'sertanejo pop', 'sertanejo universitario']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",34.0,55.0,2017,2,2,0.462293,0.513357
1970,low,False,1,215169,0,1,4,0.0778,0.642,0.834,0.0,0.133,-4.072,0.189,0.711,180.063,Simone & Simaria,Anitta,4296021,70,"['funk carioca', 'pop nacional', 'sertanejo pop', 'sertanejo universitario']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",34.0,55.0,2017,2,2,0.462293,0.513357
1971,average,False,1,179000,9,0,4,0.374,0.854,0.682,0.0,0.0697,-5.818,0.069,0.887,98.023,Nego do Borel,Anitta,2402120,64,"['baile pop', 'funk carioca', 'funk das antigas']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2017,2,2,0.513357,0.513357
1972,average,False,19,180304,5,0,4,0.0131,0.668,0.526,0.0,0.147,-6.174,0.0352,0.42,135.032,Matheus & Kauan,Anitta,7241185,80,"['pop nacional', 'sertanejo universitario']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",65.0,55.0,2018,2,2,0.8,0.513357
1973,average,False,1,211280,8,1,4,0.799,0.726,0.479,0.0,0.176,-5.859,0.0398,0.545,130.11,Poo Bear,Anitta,31803,59,['deep pop r&b'],9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",53.0,55.0,2017,1,2,0.675214,0.513357
1974,average,False,16,177536,1,0,4,0.648,0.541,0.973,5.62e-05,0.913,-3.722,0.231,0.617,149.973,Ludmilla,Anitta,3135268,75,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2019,2,2,0.513357,0.513357
1975,high,False,1,169954,1,0,4,0.495,0.606,0.877,0.00177,0.958,-10.087,0.0735,0.767,150.045,Ludmilla,Anitta,3135268,75,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2019,2,2,0.513357,0.513357
1976,average,False,1,169269,8,1,4,0.234,0.761,0.785,0.237,0.0573,-5.502,0.0505,0.58,104.992,Alesso,Anitta,3343297,78,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2017,1,2,0.356022,0.513357
1977,low,True,1,189600,11,0,4,0.00348,0.914,0.624,0.00389,0.395,-6.112,0.0531,0.346,109.977,Iggy Azalea,Anitta,4748977,75,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",0.0,55.0,2017,1,2,0.75,0.513357
1978,average,False,8,211480,11,1,4,0.582,0.557,0.671,0.0,0.267,-7.625,0.0299,0.631,150.027,Luan Santana,Anitta,4079674,76,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",77.0,55.0,2016,2,2,0.462293,0.513357
1979,average,False,1,184106,0,0,4,0.0927,0.821,0.736,0.0,0.0542,-4.484,0.0669,0.94,93.009,Greeicy,Anitta,1882004,75,"['colombian pop', 'latin', 'latin pop', 'r&b en espanol', 'reggaeton']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2018,2,2,0.434461,0.513357
1980,low,False,5,167250,3,1,4,0.9,0.867,0.153,0.00172,0.122,-12.97,0.0732,0.813,120.023,Silva,Anitta,219310,66,"['baile pop', 'nova mpb']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",39.0,55.0,2018,2,2,0.513357,0.513357
1981,high,False,5,167250,3,1,4,0.907,0.868,0.154,0.00151,0.122,-12.973,0.0724,0.807,120.037,Silva,Anitta,219310,66,"['baile pop', 'nova mpb']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",39.0,55.0,2018,2,2,0.513357,0.513357
1982,high,False,11,245706,10,0,4,0.288,0.777,0.695,0.0,0.0734,-6.12,0.0894,0.652,130.05,Madonna,Anitta,3969717,79,"['dance pop', 'pop']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",40.0,55.0,2019,1,2,0.153198,0.513357
1983,high,False,1,179339,7,0,4,0.57,0.734,0.484,0.0,0.224,-7.486,0.13,0.499,130.05,Vitão,Anitta,604566,75,['pop nacional'],9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",63.0,55.0,2019,2,2,0.8,0.513357
1984,average,False,11,215054,11,1,4,0.648,0.811,0.729,0.0,0.607,-8.156,0.0366,0.852,128.048,Harmonia Do Samba,Anitta,350122,60,"['axe', 'forro', 'funk carioca', 'pagode', 'pagode baiano']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2017,2,2,0.0,0.513357
1985,average,True,20,134928,7,1,4,0.337,0.897,0.751,0.0,0.088,-5.385,0.226,0.772,129.597,Snoop Dogg,Anitta,5746584,84,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2019,1,2,0.653968,0.513357
1986,high,False,1,174893,8,0,4,0.0649,0.679,0.713,8.47e-06,0.362,-4.544,0.123,0.922,189.921,Alex Sensation,Anitta,98919,64,"['dominican pop', 'reggaeton', 'reggaeton flow', 'tropical']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",40.0,55.0,2019,2,2,1.0,0.513357
1987,high,False,1,173229,10,0,4,0.223,0.787,0.934,1.87e-05,0.951,-5.136,0.0773,0.813,152.018,Leo Santana,Anitta,1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2019,2,2,0.0,0.513357
1988,average,False,1,225586,5,1,4,0.0175,0.558,0.433,1.08e-06,0.118,-12.101,0.106,0.586,149.938,DJ Zullu,Anitta,36677,44,['funk carioca'],9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2018,2,2,0.462293,0.513357
1989,average,False,1,184106,1,1,4,0.159,0.671,0.612,0.000397,0.0865,-6.609,0.0819,0.72,131.915,Seakret,Anitta,2757,39,['pop nacional'],9080037,84,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",79.0,55.0,2018,2,2,0.8,0.513357
1990,average,False,1,148303,9,1,4,0.0893,0.629,0.954,0.0,0.0788,-3.719,0.0516,0.87,163.104,Wesley Safadão,Ronaldinho Gaúcho,7904995,77,['forro'],3947,45,[],79.0,79.0,2016,2,0,1.0,0.0
1991,average,False,1,182628,4,0,4,0.463,0.649,0.873,0.0,0.365,-5.688,0.0579,0.945,146.012,Wesley Safadão,Leo Santana,7904995,77,['forro'],1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",79.0,69.0,2018,2,2,1.0,0.0
1992,high,False,3,180921,0,1,4,0.216,0.663,0.771,0.0,0.713,-4.665,0.206,0.778,166.026,Marília Mendonça,Leo Santana,14506290,85,['sertanejo'],1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",62.0,69.0,2019,0,2,0.0,0.0
1993,average,True,1,169350,7,1,4,0.354,0.674,0.789,0.0,0.115,-4.63,0.287,0.874,163.896,MC Kevinho,Leo Santana,6925190,75,"['funk carioca', 'funk ostentacao']",1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",52.0,69.0,2017,2,2,0.462293,0.0
1994,low,False,1,188253,1,1,4,0.0349,0.625,0.906,0.0,0.871,-5.775,0.064,0.501,149.859,Ivete Sangalo,Leo Santana,1374958,69,"['axe', 'baile pop', 'mpb', 'pagode', 'pop nacional', 'samba reggae']",1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",26.0,69.0,2019,0,2,0.0,0.0
1995,high,False,7,157494,1,1,4,0.478,0.776,0.864,0.0,0.932,-4.281,0.0517,0.701,134.992,Ludmilla,Leo Santana,3135268,75,"['baile pop', 'funk carioca', 'funk das antigas', 'pagode baiano']",1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",79.0,69.0,2019,2,2,0.513357,0.0
1996,average,False,1,170117,3,0,4,0.0811,0.839,0.948,0.0,0.313,-1.986,0.104,0.885,135.034,João Neto & Frederico,Leo Santana,2224688,63,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",79.0,69.0,2018,2,2,0.462293,0.0
1997,low,False,1,204193,6,0,4,0.362,0.75,0.819,0.0,0.355,-4.13,0.0431,0.717,124.06,Thascya,Leo Santana,2267,26,[],1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",79.0,69.0,2019,0,2,0.0,0.0
1998,average,False,1,152727,11,0,4,0.226,0.773,0.883,0.0,0.0507,-1.087,0.0591,0.419,132.036,Gloria Groove,Leo Santana,669799,66,"['baile pop', 'funk carioca', 'pop']",1043762,73,"['axe', 'funk carioca', 'pagode', 'pagode baiano', 'pop nacional']",79.0,69.0,2018,2,2,0.513357,0.0
1999,average,False,7,183626,8,0,4,0.0916,0.647,0.93,0.0,0.401,-3.147,0.0636,0.848,133.966,Wesley Safadão,Matheus & Kauan,7904995,77,['forro'],7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2016,2,2,1.0,0.8
2000,low,False,1,191000,0,1,4,0.0334,0.584,0.635,0.0,0.399,-7.432,0.0454,0.517,119.904,Alok,Matheus & Kauan,7477185,80,"['brazilian edm', 'electro house', 'pop nacional']",7241185,80,"['pop nacional', 'sertanejo universitario']",38.0,66.0,2017,2,2,0.7,0.8
2001,low,False,6,217573,8,1,4,0.118,0.483,0.904,0.0,0.953,-3.794,0.0656,0.819,163.901,Henrique & Diego,Matheus & Kauan,1696972,64,"['brazilian edm', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2017,2,2,0.7,0.8
2002,average,False,1,165134,4,1,4,0.629,0.873,0.818,0.0,0.0794,-3.126,0.0689,0.867,130.037,Dennis DJ,Matheus & Kauan,1499477,75,"['baile pop', 'brazilian edm', 'funk carioca', 'funk das antigas']",7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2018,2,2,0.513357,0.8
2003,high,False,2,193525,7,0,4,0.543,0.602,0.865,0.0,0.704,-3.866,0.0512,0.76,148.018,Avine Vinny,Matheus & Kauan,391402,62,"['forro', 'funk carioca', 'sertanejo pop']",7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2019,2,2,1.0,0.8
2004,high,False,1,194240,7,0,4,0.476,0.604,0.726,0.0,0.905,-8.577,0.0494,0.782,148.007,Avine Vinny,Matheus & Kauan,391402,62,"['forro', 'funk carioca', 'sertanejo pop']",7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2018,2,2,1.0,0.8
2005,average,False,1,171692,0,1,4,0.517,0.508,0.855,0.0,0.0999,-3.634,0.18,0.641,172.008,Marcos & Belutti,Matheus & Kauan,3359373,69,"['funk carioca', 'pagode', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2018,2,2,0.462293,0.8
2006,average,False,3,171449,0,1,4,0.493,0.375,0.833,0.0,0.0953,-3.866,0.215,0.571,171.748,Marcos & Belutti,Matheus & Kauan,3359373,69,"['funk carioca', 'pagode', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2018,2,2,0.462293,0.8
2007,low,False,1,184267,10,1,4,0.469,0.493,0.509,0.0,0.093,-6.461,0.0367,0.522,188.399,ANAVITÓRIA,Matheus & Kauan,4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",7241185,80,"['pop nacional', 'sertanejo universitario']",51.0,66.0,2017,0,2,0.0,0.8
2008,average,False,13,184280,10,1,4,0.45,0.645,0.505,0.0,0.0938,-6.432,0.0279,0.499,94.025,ANAVITÓRIA,Matheus & Kauan,4586154,75,"['folk brasileiro', 'nova mpb', 'pop nacional', 'portuguese pop']",7241185,80,"['pop nacional', 'sertanejo universitario']",51.0,66.0,2017,0,2,0.0,0.8
2009,average,False,1,161153,10,1,4,0.558,0.715,0.748,0.0,0.138,-7.212,0.124,0.82,129.906,Jonas Esticado,Matheus & Kauan,761391,63,"['forro', 'sertanejo pop']",7241185,80,"['pop nacional', 'sertanejo universitario']",78.0,66.0,2019,2,2,1.0,0.8
2010,average,False,1,177265,6,0,4,0.297,0.536,0.673,0.0,0.455,-4.842,0.0789,0.51,176.209,Paula Mattos,Matheus & Kauan,1704212,54,"['sertanejo pop', 'sertanejo universitario']",7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2018,2,2,0.5,0.8
2011,high,False,1,249610,4,0,4,0.645,0.5,0.444,0.0,0.102,-8.437,0.029,0.385,128.928,UM44K,Matheus & Kauan,1218303,67,"['funk carioca', 'nova mpb']",7241185,80,"['pop nacional', 'sertanejo universitario']",79.0,66.0,2018,2,2,0.462293,0.8
2012,high,False,1,157051,1,1,4,0.147,0.754,0.806,0.0,0.183,-4.633,0.0363,0.584,129.961,Wesley Safadão,MC Kekel,7904995,77,['forro'],2982268,69,"['funk carioca', 'funk ostentacao']",79.0,62.0,2019,2,2,1.0,0.462293
2013,average,False,1,178099,6,0,4,0.248,0.81,0.749,0.0,0.241,-3.734,0.114,0.795,165.057,MC Kevinho,MC Kekel,6925190,75,"['funk carioca', 'funk ostentacao']",2982268,69,"['funk carioca', 'funk ostentacao']",52.0,62.0,2018,2,2,0.462293,0.462293
2014,average,False,1,184112,7,1,4,0.681,0.922,0.473,0.0,0.625,-5.896,0.0621,0.873,120.061,Lucas Lucco,MC Kekel,2296331,67,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2982268,69,"['funk carioca', 'funk ostentacao']",79.0,62.0,2018,2,2,0.462293,0.462293
2015,high,False,3,181512,1,1,4,0.151,0.608,0.729,0.0,0.201,-7.4,0.128,0.431,165.959,Luan Santana,MC Kekel,4079674,76,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",2982268,69,"['funk carioca', 'funk ostentacao']",77.0,62.0,2018,2,2,0.462293,0.462293
2016,high,False,1,168800,8,1,5,0.501,0.558,0.675,0.0,0.106,-4.564,0.484,0.769,92.678,MC JottaPê,MC Kekel,242362,73,['funk carioca'],2982268,69,"['funk carioca', 'funk ostentacao']",39.0,62.0,2019,2,2,0.462293,0.462293
2017,low,False,1,223146,10,0,4,0.186,0.532,0.616,0.0,0.0928,-7.074,0.0328,0.292,101.883,The Chainsmokers,Drew Love,15949888,88,"['electropop', 'pop', 'tropical house']",7354,64,[],32.0,0.0,2018,1,0,0.26567,0.0
2018,low,False,2,223146,10,0,4,0.186,0.532,0.616,0.0,0.0928,-7.074,0.0328,0.292,101.883,The Chainsmokers,Drew Love,15949888,88,"['electropop', 'pop', 'tropical house']",7354,64,[],32.0,0.0,2018,1,0,0.26567,0.0
2019,low,False,3,223146,10,0,4,0.186,0.532,0.616,0.0,0.0928,-7.074,0.0328,0.292,101.883,The Chainsmokers,Drew Love,15949888,88,"['electropop', 'pop', 'tropical house']",7354,64,[],32.0,0.0,2018,1,0,0.26567,0.0
2020,average,False,1,247426,8,0,4,0.017,0.627,0.717,0.0,0.261,-5.751,0.0376,0.561,105.05,The Chainsmokers,XYLØ,15949888,88,"['electropop', 'pop', 'tropical house']",180762,61,"['electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'vapor soul']",32.0,79.0,2016,1,1,0.26567,0.26567
2021,high,False,6,209880,3,1,4,0.126,0.528,0.511,0.0,0.101,-8.144,0.0324,0.351,100.1,The Chainsmokers,ILLENIUM,15949888,88,"['electropop', 'pop', 'tropical house']",840044,81,"['edm', 'electropop', 'melodic dubstep', 'pop', 'tropical house']",32.0,20.0,2019,1,1,0.26567,0.194206
2022,low,False,1,209893,3,1,1,0.12,0.294,0.505,0.0,0.0977,-8.106,0.042,0.357,85.332,The Chainsmokers,ILLENIUM,15949888,88,"['electropop', 'pop', 'tropical house']",840044,81,"['edm', 'electropop', 'melodic dubstep', 'pop', 'tropical house']",32.0,20.0,2019,1,1,0.26567,0.194206
2023,low,False,2,209893,3,1,1,0.12,0.294,0.505,0.0,0.0977,-8.106,0.042,0.357,85.332,The Chainsmokers,ILLENIUM,15949888,88,"['electropop', 'pop', 'tropical house']",840044,81,"['edm', 'electropop', 'melodic dubstep', 'pop', 'tropical house']",32.0,20.0,2019,1,1,0.26567,0.194206
2024,low,False,1,248156,2,1,4,0.22,0.625,0.707,0.0,0.213,-4.761,0.0337,0.479,138.064,Gryffin,ILLENIUM,487818,79,"['dance pop', 'edm', 'pop', 'tropical house']",840044,81,"['edm', 'electropop', 'melodic dubstep', 'pop', 'tropical house']",53.0,20.0,2017,1,1,0.153198,0.194206
2025,low,False,2,217653,7,1,4,0.225,0.591,0.702,0.0,0.414,-5.59,0.0289,0.501,104.003,The Chainsmokers,Bebe Rexha,15949888,88,"['electropop', 'pop', 'tropical house']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",32.0,43.0,2019,1,1,0.26567,0.153198
2026,high,False,7,217640,4,0,4,0.204,0.585,0.696,0.0,0.344,-5.6,0.0307,0.522,104.01,The Chainsmokers,Bebe Rexha,15949888,88,"['electropop', 'pop', 'tropical house']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",32.0,43.0,2019,1,1,0.26567,0.153198
2027,low,False,1,217653,7,1,4,0.225,0.591,0.702,0.0,0.414,-5.59,0.0289,0.501,104.003,The Chainsmokers,Bebe Rexha,15949888,88,"['electropop', 'pop', 'tropical house']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",32.0,43.0,2019,1,1,0.26567,0.153198
2028,low,False,3,217653,7,1,4,0.225,0.591,0.702,0.0,0.414,-5.59,0.0289,0.501,104.003,The Chainsmokers,Bebe Rexha,15949888,88,"['electropop', 'pop', 'tropical house']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",32.0,43.0,2019,1,1,0.26567,0.153198
2029,high,False,1,159760,5,0,4,0.0899,0.906,0.833,0.0,0.154,-3.027,0.0729,0.752,104.017,Jax Jones,Bebe Rexha,727251,79,"['dance pop', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",33.0,43.0,2019,1,1,0.153198,0.153198
2030,low,False,2,195840,4,0,4,0.0592,0.49,0.485,0.0,0.337,-6.237,0.0406,0.196,133.889,Martin Garrix,Bebe Rexha,13090645,85,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",62.0,43.0,2017,1,1,0.356022,0.153198
2031,high,True,3,251466,0,0,4,0.0186,0.757,0.672,0.0,0.158,-6.524,0.0955,0.382,111.996,G-Eazy,Bebe Rexha,4411216,85,"['hip hop', 'indie pop rap', 'pop rap', 'rap']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",52.0,43.0,2015,1,1,0.18692,0.153198
2032,high,False,5,198946,10,0,4,0.137,0.703,0.66,0.0,0.192,-5.119,0.123,0.79,95.031,David Guetta,Bebe Rexha,21217257,88,"['dance pop', 'edm', 'pop', 'tropical house']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",78.0,43.0,2018,1,1,0.153198,0.153198
2033,high,True,1,190427,5,0,4,0.207,0.683,0.53,0.0,0.394,-4.918,0.142,0.645,75.016,Louis Tomlinson,Bebe Rexha,3102061,75,"['dance pop', 'pop', 'post-teen pop']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",68.0,43.0,2017,1,1,0.153198,0.153198
2034,high,True,1,221153,8,0,4,0.0164,0.728,0.69,0.0,0.104,-4.344,0.0524,0.415,94.028,Rita Ora,Bebe Rexha,5660089,81,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",5032155,84,"['dance pop', 'electropop', 'pop', 'post-teen pop']",61.0,43.0,2018,1,1,0.153198,0.153198
2035,average,False,10,215720,9,0,4,0.0102,0.643,0.52,0.0,0.11,-5.968,0.0334,0.23,75.168,The Chainsmokers,Jhené Aiko,15949888,88,"['electropop', 'pop', 'tropical house']",3089452,84,"['alternative r&b', 'pop', 'r&b']",32.0,79.0,2017,1,1,0.26567,0.465047
2036,high,True,15,179973,10,0,4,0.427,0.679,0.443,0.0,0.106,-8.528,0.153,0.363,104.049,Summer Walker,Jhené Aiko,1103671,82,['pop'],3089452,84,"['alternative r&b', 'pop', 'r&b']",69.0,79.0,2019,1,1,0.122279,0.465047
2037,low,True,2,226746,3,1,4,0.00791,0.51,0.835,0.0,0.219,-4.673,0.0447,0.435,140.024,The Chainsmokers,5 Seconds of Summer,15949888,88,"['electropop', 'pop', 'tropical house']",6046025,88,"['boy band', 'dance pop', 'pop', 'post-teen pop']",32.0,11.0,2019,1,1,0.26567,0.775362
