Source,Target,Weight,avg_streams,Year
melbourne bounce,tropical house,1,352947568.0,2017
detroit hip hop,gangster rap,9,64754565.0,2017
detroit hip hop,west coast rap,3,64754565.0,2017
g funk,g funk,3,64754565.0,2017
g funk,gangster rap,5,64754565.0,2017
g funk,west coast rap,3,64754565.0,2017
australian dance,metropopolis,1,5545560.0,2017
australian dance,swedish electropop,1,5545560.0,2017
australian dance,swedish pop,1,5545560.0,2017
australian dance,swedish synthpop,1,5545560.0,2017
australian electropop,dance pop,1,5545560.0,2017
australian electropop,electropop,1,5545560.0,2017
australian electropop,metropopolis,1,5545560.0,2017
australian electropop,pop,1,5545560.0,2017
australian electropop,post-teen pop,1,5545560.0,2017
australian electropop,swedish electropop,1,5545560.0,2017
australian electropop,swedish pop,1,5545560.0,2017
australian electropop,swedish synthpop,1,5545560.0,2017
australian indie,dance pop,1,5545560.0,2017
australian indie,electropop,2,5545560.0,2017
australian indie,metropopolis,1,5545560.0,2017
australian indie,pop,2,5545560.0,2017
australian indie,post-teen pop,1,5545560.0,2017
australian indie,swedish electropop,1,5545560.0,2017
australian indie,swedish pop,1,5545560.0,2017
australian indie,swedish synthpop,1,5545560.0,2017
downtempo,electropop,1,5545560.0,2017
downtempo,metropopolis,1,5545560.0,2017
downtempo,swedish electropop,1,5545560.0,2017
downtempo,swedish pop,1,5545560.0,2017
downtempo,swedish synthpop,1,5545560.0,2017
edm,swedish synthpop,1,5545560.0,2017
pop,swedish synthpop,1,5545560.0,2017
adult standards,adult standards,3,4780338.0,2017
adult standards,easy listening,3,4780338.0,2017
adult standards,swing,3,4780338.0,2017
canadian pop,easy listening,3,4780338.0,2017
canadian pop,swing,3,4780338.0,2017
adult standards,lounge,3,4780338.0,2017
easy listening,lounge,3,4780338.0,2017
lounge,swing,3,4780338.0,2017
k-pop,pop rap,5,30581497.0,2017
k-pop,rap,2,30581497.0,2017
k-pop,southern hip hop,2,30581497.0,2017
k-pop,trap,2,30581497.0,2017
k-pop,viral trap,2,30581497.0,2017
k-pop boy group,pop rap,4,30581497.0,2017
k-pop boy group,rap,2,30581497.0,2017
k-pop boy group,southern hip hop,2,30581497.0,2017
k-pop boy group,trap,2,30581497.0,2017
k-pop boy group,viral trap,2,30581497.0,2017
big room,k-pop,5,30581497.0,2017
dance pop,k-pop,13,30581497.0,2017
edm,k-pop,6,30581497.0,2017
electro house,k-pop,5,30581497.0,2017
k-pop,tropical house,7,30581497.0,2017
big room,k-pop boy group,5,30581497.0,2017
dance pop,k-pop boy group,10,30581497.0,2017
edm,k-pop boy group,6,30581497.0,2017
electro house,k-pop boy group,5,30581497.0,2017
k-pop boy group,tropical house,7,30581497.0,2017
big room,viral trap,2,30581497.0,2017
dance pop,viral trap,2,30581497.0,2017
edm,viral trap,2,30581497.0,2017
electro house,viral trap,2,30581497.0,2017
tropical house,viral trap,2,30581497.0,2017
canadian hip hop,downtempo,3,24053086.0,2017
downtempo,melodic rap,3,24053086.0,2017
downtempo,pop rap,9,24053086.0,2017
downtempo,rap,7,24053086.0,2017
downtempo,toronto rap,3,24053086.0,2017
downtempo,trap,6,24053086.0,2017
canadian hip hop,edm,8,24053086.0,2017
canadian hip hop,electronic trap,3,24053086.0,2017
electronic trap,melodic rap,3,24053086.0,2017
electronic trap,toronto rap,3,24053086.0,2017
electronic trap,trap,12,24053086.0,2017
canadian hip hop,electropop,3,24053086.0,2017
canadian hip hop,shiver pop,3,24053086.0,2017
melodic rap,shiver pop,3,24053086.0,2017
pop rap,shiver pop,5,24053086.0,2017
rap,shiver pop,3,24053086.0,2017
shiver pop,toronto rap,3,24053086.0,2017
shiver pop,trap,3,24053086.0,2017
latin,modern reggae,1,27259259.0,2017
latin,reggae,1,27259259.0,2017
latin,roots reggae,1,27259259.0,2017
modern reggae,reggaeton,1,27259259.0,2017
reggae,reggaeton,1,27259259.0,2017
reggaeton,roots reggae,1,27259259.0,2017
modern reggae,trap latino,1,27259259.0,2017
reggae,trap latino,1,27259259.0,2017
reggae fusion,trap latino,1,27259259.0,2017
roots reggae,trap latino,1,27259259.0,2017
modern reggae,tropical,1,27259259.0,2017
reggae,tropical,1,27259259.0,2017
roots reggae,tropical,1,27259259.0,2017
cubaton,latin arena pop,2,67490512.0,2017
latin arena pop,latin hip hop,3,67490512.0,2017
alternative r&b,canadian hip hop,2,29491962.0,2017
canadian hip hop,indie r&b,2,29491962.0,2017
canadian hip hop,indie soul,1,29491962.0,2017
canadian pop,indie r&b,2,29491962.0,2017
canadian pop,indie soul,1,29491962.0,2017
hip hop,indie soul,1,29491962.0,2017
indie r&b,pop rap,8,29491962.0,2017
indie soul,pop rap,1,29491962.0,2017
indie soul,rap,1,29491962.0,2017
alternative r&b,toronto rap,1,29491962.0,2017
indie r&b,toronto rap,2,29491962.0,2017
indie soul,toronto rap,1,29491962.0,2017
emo rap,florida rap,2,101074469.0,2017
florida rap,miami hip hop,2,101074469.0,2017
emo rap,hip hop,7,101074469.0,2017
emo rap,miami hip hop,10,101074469.0,2017
miami hip hop,miami hip hop,6,101074469.0,2017
emo rap,pop rap,29,101074469.0,2017
emo rap,southern hip hop,8,101074469.0,2017
dance pop,puerto rican pop,13,104647507.0,2017
afro house,canadian hip hop,1,45416280.0,2017
afro house,canadian pop,1,45416280.0,2017
afro house,hip hop,1,45416280.0,2017
afro house,pop rap,1,45416280.0,2017
afro house,rap,1,45416280.0,2017
afro house,toronto rap,1,45416280.0,2017
canadian hip hop,deep house,1,45416280.0,2017
deep house,hip hop,1,45416280.0,2017
deep house,rap,1,45416280.0,2017
deep house,toronto rap,1,45416280.0,2017
canadian hip hop,kwaito house,1,45416280.0,2017
canadian pop,kwaito house,1,45416280.0,2017
hip hop,kwaito house,1,45416280.0,2017
kwaito house,pop rap,1,45416280.0,2017
kwaito house,rap,1,45416280.0,2017
kwaito house,toronto rap,1,45416280.0,2017
afro house,pop,1,45416280.0,2017
afro house,uk contemporary r&b,1,45416280.0,2017
deep house,uk contemporary r&b,1,45416280.0,2017
kwaito house,pop,1,45416280.0,2017
kwaito house,uk contemporary r&b,1,45416280.0,2017
canadian hip hop,uk contemporary r&b,1,45416280.0,2017
canadian pop,uk contemporary r&b,1,45416280.0,2017
hip hop,uk contemporary r&b,1,45416280.0,2017
pop rap,uk contemporary r&b,4,45416280.0,2017
rap,uk contemporary r&b,1,45416280.0,2017
toronto rap,uk contemporary r&b,1,45416280.0,2017
dance pop,teen pop,4,32558358.0,2017
edm,teen pop,4,32558358.0,2017
electro house,teen pop,1,32558358.0,2017
german dance,teen pop,1,32558358.0,2017
pop,teen pop,4,32558358.0,2017
teen pop,tropical house,4,32558358.0,2017
teen pop,uk dance,4,32558358.0,2017
german dance,uk dance,1,32558358.0,2017
chicago rap,east coast hip hop,4,42349819.0,2017
drill,east coast hip hop,3,42349819.0,2017
east coast hip hop,vapor trap,4,42349819.0,2017
drill,hip hop,3,42349819.0,2017
hip hop,vapor trap,36,42349819.0,2017
drill,pop rap,5,42349819.0,2017
pop rap,vapor trap,22,42349819.0,2017
drill,rap,6,42349819.0,2017
rap,vapor trap,52,42349819.0,2017
drill,southern hip hop,4,42349819.0,2017
southern hip hop,vapor trap,7,42349819.0,2017
drill,trap,6,42349819.0,2017
trap,vapor trap,20,42349819.0,2017
electro house,indie electropop,3,151575029.0,2017
electro house,nyc pop,2,151575029.0,2017
detroit hip hop,nyc rap,1,6216207.0,2017
g funk,nyc rap,1,6216207.0,2017
hip hop,nyc rap,1,6216207.0,2017
nyc rap,rap,2,6216207.0,2017
atl hip hop,pop rock,1,219149751.0,2017
norwegian pop,post-teen pop,1,3896269.0,2017
australian dance,norwegian pop,1,3896269.0,2017
australian pop,norwegian pop,1,3896269.0,2017
atl hip hop,dmv rap,3,3651458.0,2017
conscious hip hop,escape room,3,3651458.0,2017
dmv rap,escape room,2,3651458.0,2017
escape room,hip hop,5,3651458.0,2017
escape room,rap,5,3651458.0,2017
hip pop,r&b,4,475588934.0,2017
hip pop,trap soul,3,475588934.0,2017
queens hip hop,r&b,5,475588934.0,2017
queens hip hop,trap soul,6,475588934.0,2017
canadian hip hop,new orleans rap,1,16292090.0,2017
new orleans rap,toronto rap,1,16292090.0,2017
canadian hip hop,hip pop,4,16292090.0,2017
canadian hip hop,queens hip hop,4,16292090.0,2017
canadian pop,hip pop,2,16292090.0,2017
canadian pop,queens hip hop,2,16292090.0,2017
hip pop,new orleans rap,5,16292090.0,2017
new orleans rap,queens hip hop,3,16292090.0,2017
australian pop,big room,3,253622549.0,2017
australian pop,edm,13,253622549.0,2017
australian pop,progressive house,3,253622549.0,2017
progressive house,viral pop,2,253622549.0,2017
australian pop,tropical house,14,253622549.0,2017
album rock,experimental rock,3,31672140.0,2017
art rock,experimental rock,3,31672140.0,2017
classic rock,experimental rock,3,31672140.0,2017
experimental rock,folk rock,3,31672140.0,2017
experimental rock,mellow gold,3,31672140.0,2017
experimental rock,psychedelic rock,3,31672140.0,2017
experimental rock,rock,3,31672140.0,2017
album rock,experimental,3,31672140.0,2017
album rock,experimental pop,3,31672140.0,2017
art rock,experimental,3,31672140.0,2017
art rock,experimental pop,3,31672140.0,2017
classic rock,experimental,3,31672140.0,2017
classic rock,experimental pop,3,31672140.0,2017
experimental,folk rock,3,31672140.0,2017
experimental pop,folk rock,3,31672140.0,2017
experimental,mellow gold,3,31672140.0,2017
experimental pop,mellow gold,3,31672140.0,2017
experimental,psychedelic rock,3,31672140.0,2017
experimental pop,psychedelic rock,3,31672140.0,2017
experimental,rock,3,31672140.0,2017
experimental pop,rock,3,31672140.0,2017
experimental,experimental rock,3,31672140.0,2017
experimental pop,experimental rock,3,31672140.0,2017
boy band,deep tropical house,1,183055339.0,2017
dance pop,deep tropical house,1,183055339.0,2017
boy band,edm,2,183055339.0,2017
boy band,electro house,1,183055339.0,2017
boy band,electropop,7,183055339.0,2017
boy band,pop edm,1,183055339.0,2017
boy band,tropical house,6,183055339.0,2017
contemporary country,country dawn,1,14896115.0,2017
country,country road,2,14896115.0,2017
country dawn,country road,1,14896115.0,2017
country road,country road,1,14896115.0,2017
indie electropop,nyc pop,1,43846788.0,2017
indie pop,nyc pop,1,43846788.0,2017
indie poptimism,nyc pop,1,43846788.0,2017
indietronica,nyc pop,1,43846788.0,2017
la pop,nyc pop,1,43846788.0,2017
nyc pop,pop edm,2,43846788.0,2017
alternative metal,gangster rap,1,4879064.0,2017
alternative metal,southern hip hop,1,4879064.0,2017
alternative metal,trap,1,4879064.0,2017
alternative metal,underground hip hop,1,4879064.0,2017
gangster rap,nu metal,1,4879064.0,2017
nu metal,southern hip hop,1,4879064.0,2017
nu metal,trap,1,4879064.0,2017
nu metal,underground hip hop,1,4879064.0,2017
gangster rap,post-grunge,1,4879064.0,2017
post-grunge,southern hip hop,1,4879064.0,2017
post-grunge,trap,1,4879064.0,2017
post-grunge,underground hip hop,1,4879064.0,2017
gangster rap,rap metal,1,4879064.0,2017
rap metal,southern hip hop,1,4879064.0,2017
rap metal,trap,1,4879064.0,2017
rap metal,underground hip hop,1,4879064.0,2017
alternative metal,grime,1,4879064.0,2017
alternative metal,uk hip hop,1,4879064.0,2017
grime,nu metal,1,4879064.0,2017
nu metal,uk hip hop,1,4879064.0,2017
grime,post-grunge,1,4879064.0,2017
post-grunge,uk hip hop,1,4879064.0,2017
grime,rap metal,1,4879064.0,2017
rap metal,uk hip hop,1,4879064.0,2017
gangster rap,grime,2,4879064.0,2017
gangster rap,uk hip hop,2,4879064.0,2017
grime,southern hip hop,3,4879064.0,2017
grime,trap,4,4879064.0,2017
grime,underground hip hop,1,4879064.0,2017
uk hip hop,underground hip hop,1,4879064.0,2017
alternative r&b,canadian contemporary r&b,2,449117181.0,2017
canadian contemporary r&b,dmv rap,2,449117181.0,2017
canadian pop,dmv rap,2,449117181.0,2017
conscious hip hop,electropop,2,449117181.0,2017
dmv rap,electropop,2,449117181.0,2017
dmv rap,post-teen pop,2,449117181.0,2017
alternative r&b,conscious hip hop,4,449117181.0,2017
alternative r&b,dmv rap,2,449117181.0,2017
liquid funk,pop,6,12833526.0,2017
liquid funk,post-teen pop,5,12833526.0,2017
dance pop,talent show,9,12833526.0,2017
edm,talent show,4,12833526.0,2017
liquid funk,talent show,1,12833526.0,2017
talent show,tropical house,6,12833526.0,2017
talent show,uk dance,1,12833526.0,2017
talent show,uk funky,1,12833526.0,2017
talent show,uk pop,3,12833526.0,2017
liquid funk,uk pop,5,12833526.0,2017
uk pop,uk pop,7,12833526.0,2017
hip hop,scandipop,1,11670768.0,2017
hip hop,swedish electropop,1,11670768.0,2017
hip hop,swedish pop,1,11670768.0,2017
pop rap,scandipop,1,11670768.0,2017
pop rap,swedish electropop,1,11670768.0,2017
pop rap,swedish pop,1,11670768.0,2017
r&b,scandipop,1,11670768.0,2017
r&b,swedish electropop,1,11670768.0,2017
r&b,swedish pop,1,11670768.0,2017
scandipop,southern hip hop,1,11670768.0,2017
southern hip hop,swedish electropop,1,11670768.0,2017
southern hip hop,swedish pop,1,11670768.0,2017
scandipop,trap,1,11670768.0,2017
swedish electropop,trap,1,11670768.0,2017
swedish pop,trap,1,11670768.0,2017
edm,trap soul,5,11670768.0,2017
scandipop,trap soul,1,11670768.0,2017
swedish electropop,trap soul,1,11670768.0,2017
swedish pop,trap soul,1,11670768.0,2017
trap soul,tropical house,5,11670768.0,2017
trap soul,uk pop,1,11670768.0,2017
norwegian pop,pop rap,1,152647281.0,2017
colombian pop,panamanian pop,7,90917554.0,2017
latin,panamanian pop,55,90917554.0,2017
panamanian pop,reggaeton,38,90917554.0,2017
colombian pop,pop reggaeton,2,90917554.0,2017
bedroom pop,electropop,1,3396784.0,2017
electropop,indie r&b,1,3396784.0,2017
bedroom pop,indie pop,1,3396784.0,2017
indie pop,indie r&b,1,3396784.0,2017
bedroom pop,indie poptimism,1,3396784.0,2017
indie poptimism,indie r&b,1,3396784.0,2017
bedroom pop,indietronica,1,3396784.0,2017
indie r&b,indietronica,1,3396784.0,2017
bedroom pop,norwegian pop,1,3396784.0,2017
indie r&b,norwegian pop,1,3396784.0,2017
bedroom pop,vapor pop,1,3396784.0,2017
indie r&b,vapor pop,1,3396784.0,2017
pop,vapor pop,1,3396784.0,2017
bedroom pop,vapor soul,1,3396784.0,2017
indie r&b,vapor soul,1,3396784.0,2017
hip hop,indie pop,2,3396784.0,2017
hip hop,indietronica,6,3396784.0,2017
hip hop,norwegian pop,1,3396784.0,2017
norwegian pop,rap,1,3396784.0,2017
hip hop,vapor pop,1,3396784.0,2017
rap,vapor pop,1,3396784.0,2017
bedroom pop,hip hop,1,3396784.0,2017
bedroom pop,rap,1,3396784.0,2017
electropop,uk funky,3,88230256.0,2017
hip pop,melodic rap,2,11057702.0,2017
melodic rap,queens hip hop,3,11057702.0,2017
hip pop,philly rap,1,11057702.0,2017
philly rap,post-teen pop,1,11057702.0,2017
philly rap,queens hip hop,1,11057702.0,2017
electropop,hip pop,1,11057702.0,2017
hip pop,indie pop,1,11057702.0,2017
hip pop,indie poptimism,1,11057702.0,2017
hip pop,indietronica,1,11057702.0,2017
hip pop,modern rock,1,11057702.0,2017
indietronica,pop rap,5,11057702.0,2017
indietronica,post-teen pop,1,11057702.0,2017
electropop,queens hip hop,1,11057702.0,2017
indie pop,queens hip hop,1,11057702.0,2017
indie poptimism,queens hip hop,1,11057702.0,2017
indietronica,queens hip hop,1,11057702.0,2017
modern rock,queens hip hop,1,11057702.0,2017
contemporary country,modern country rock,1,12337911.0,2017
contemporary country,texas country,1,12337911.0,2017
country,texas country,1,12337911.0,2017
country road,texas country,1,12337911.0,2017
modern country rock,texas country,1,12337911.0,2017
dancehall,uk funky,2,485584469.0,2017
australian dance,conscious hip hop,1,64800712.0,2017
australian pop,conscious hip hop,1,64800712.0,2017
australian dance,hip hop,1,64800712.0,2017
australian pop,hip hop,1,64800712.0,2017
australian dance,rap,1,64800712.0,2017
australian pop,rap,1,64800712.0,2017
australian dance,west coast rap,1,64800712.0,2017
australian pop,west coast rap,1,64800712.0,2017
electro latino,latin hip hop,2,41352383.0,2017
electro latino,tropical,4,41352383.0,2017
latin hip hop,pop reggaeton,5,41352383.0,2017
pop reggaeton,tropical,5,41352383.0,2017
canadian contemporary r&b,complextro,2,502231230.0,2017
canadian contemporary r&b,dance pop,5,502231230.0,2017
canadian contemporary r&b,edm,4,502231230.0,2017
canadian contemporary r&b,electro house,7,502231230.0,2017
canadian contemporary r&b,german techno,2,502231230.0,2017
canadian contemporary r&b,post-teen pop,5,502231230.0,2017
canadian contemporary r&b,tropical house,4,502231230.0,2017
canadian pop,complextro,3,502231230.0,2017
canadian pop,german techno,3,502231230.0,2017
complextro,electropop,4,502231230.0,2017
electropop,german techno,4,502231230.0,2017
detroit hip hop,uk pop,4,53731393.0,2017
g funk,uk pop,4,53731393.0,2017
champeta,pop,1,80773810.0,2017
colombian pop,pop,3,80773810.0,2017
dance pop,vallenato,1,80773810.0,2017
latin pop,vallenato,1,80773810.0,2017
pop,vallenato,1,80773810.0,2017
electropop,etherpop,6,462808517.0,2017
etherpop,pop,10,462808517.0,2017
etherpop,tropical house,3,462808517.0,2017
chicago indie,chicago rap,1,25689612.0,2017
chicago indie,conscious hip hop,1,25689612.0,2017
chicago indie,hip hop,1,25689612.0,2017
chicago indie,pop rap,1,25689612.0,2017
chicago indie,rap,1,25689612.0,2017
post-romantic era,soundtrack,3,13991271.0,2017
soundtrack,ukrainian classical,3,13991271.0,2017
dance pop,new jersey rap,2,40925494.0,2017
edm,new jersey rap,1,40925494.0,2017
electro house,new jersey rap,1,40925494.0,2017
